hip	spect	ext	sigma_ext
91544	G6/G8III	-0.15	0.03
91569	G0V:	-0.13	0.02
91587	K3V	-0.10	0.02
91606	K0III	-0.05	0.01
91626	K7V:	-0.06	0.02
91627	K0III:	-0.11	0.02
91635	G5V:	-0.14	0.02
91643	G2V:	-0.25	0.08
91647	G8III	-0.05	0.01
91658	G5V:	-0.11	0.02
91662	K3III	-0.07	0.00
91671	B9V:	-0.08	0.01
91708	K5III:	-0.22	0.01
91720	K8V:	-0.26	0.02
91751	K0.5III	-0.06	0.01
91755	B9.5V:	-0.03	0.00
91769	G5V:	-0.19	0.02
91781	M4III	-0.12	0.02
91792	K2III	-0.06	0.01
91801	K0V:	-0.05	0.02
91805	G3V	-0.02	0.00
91812	G5V:	-0.14	0.01
91815	K5III:	-0.09	0.02
91821	K5III:	-0.21	0.02
91850	K2III:	-0.18	0.02
91854	K0III	-0.06	0.00
91862	K5V:	-0.11	0.04
91880	F7V	-0.01	0.00
91888	F5III/IV	-0.03	0.00
91894	K0V:	-0.05	0.02
91901	K0III	-0.05	0.00
91922	F0V:	-0.04	0.01
91934	G5V:	-0.15	0.01
91941	G0V:	-0.04	0.01
91942	K2III:	-0.24	0.03
91952	K2III:	-0.30	0.02
91955	F5V:	-0.08	0.01
91958	F6V	-0.03	0.00
91989	K1/K2III	-0.30	0.05
92003	K0III:	-0.10	0.01
92010	K8V:	-0.82	0.08
92024	A7V	-0.02	0.01
92041	B8.5III	-0.03	0.01
92042	K0III:	-0.11	0.02
92056	K0II-III	-0.08	0.01
92069	F8III:	-0.13	0.04
92080	K0III:	-0.08	0.01
92086	K0III	-0.09	0.01
92088	K3III	-0.09	0.00
92135	K0III:	-0.14	0.01
92142	M4III	-0.19	0.02
92160	K2III:	-0.28	0.02
92167	G5III	-0.08	0.02
92174	K5III:	-0.23	0.02
92181	K4V:	-0.08	0.02
92187	G5V:	-0.23	0.02
92226	G5/G6III	-0.07	0.01
92233	G2V	-0.04	0.01
92237	M8III:	-0.62	0.15
92258	K2III:	-0.16	0.03
92311	M0V:	-0.12	0.01
92317	G0V:	-0.06	0.02
92417	M2V:	-0.04	0.01
92420	A8:V	-0.24	0.04
92445	B9V:	-0.07	0.01
92450	K4III-IV	-0.06	0.02
92451	M3V:	-0.06	0.02
92460	K2III:	-0.20	0.02
92519	G0V	-0.05	0.01
92520	G5V:	-0.14	0.02
92524	F2III	-0.04	0.01
92567	K3III	-0.11	0.01
92570	K0III:	-0.07	0.01
92571	F5V:	-0.07	0.02
92573	M2V:	-0.04	0.01
92577	A5V:	-0.05	0.02
92589	K0V:	-0.10	0.01
92599	B9V:	-0.02	0.01
92607	F8V:	-0.16	0.04
92623	F2V:	-0.07	0.02
92673	K5III:	-0.23	0.02
92689	G8III	-0.03	0.00
92690	B9V	-0.02	0.00
92697	K5III:	-0.36	0.02
92700	M3III:	-0.24	0.01
92718	K8III:	-0.22	0.07
92724	K5III:	-0.20	0.03
92731	K5III:	-0.21	0.01
92732	K2III:	-0.08	0.02
92768	K4III	-0.02	0.00
92769	B9V:	-0.04	0.00
92790	K2III:	-0.20	0.01
92794	F5V:	-0.04	0.01
92803	F8V:	-0.09	0.03
92818	G4III	-0.03	0.00
92835	G5V:	-0.08	0.01
92837	F5V:	-0.08	0.02
92840	K0III	-0.11	0.01
92850	K2III	-0.10	0.02
92851	A0V:	-0.03	0.01
92862	M5III	-0.40	0.01
92881	K0III:	-0.13	0.01
92887	K0III	-0.06	0.01
92901	K0III	-0.17	0.01
92906	K5III:	-0.08	0.02
92925	K5III:	-0.09	0.01
92937	K1III	-0.02	0.01
92944	K5III:	-0.09	0.02
92977	G8III	-0.09	0.01
92984	G5V:	-0.10	0.01
92986	K2III	-0.08	0.01
93031	G1V	-0.12	0.04
93062	G0V:	-0.06	0.02
93080	K3V:	-0.20	0.02
93092	M2/M3III	-0.12	0.03
93095	K2III:	-0.12	0.02
93101	M2V	-0.05	0.01
93102	K5V:	-0.05	0.00
93127	G0V:	-0.07	0.01
93131	F0V:	-0.04	0.01
93146	K0III:	-0.06	0.01
93148	A0V	-0.03	0.00
93150	K0III:	-0.02	0.01
93159	K0III:	-0.04	0.01
93169	K5III:	-0.10	0.02
93179	F0V:	-0.05	0.01
93187	A0V:	-0.15	0.01
93190	F8V:	-0.08	0.02
93191	G1V	-0.24	0.02
93204	A2V:	-0.05	0.01
93206	M4V:	-0.14	0.01
93224	M3III	-0.07	0.01
93237	K0III:	-0.11	0.02
93244	K2III	-0.12	0.01
93248	M2V:	-0.13	0.02
93255	K0III	-0.07	0.02
93270	M4III	-0.04	0.01
93275	A0V:	-0.05	0.01
93284	G5V:	-0.25	0.02
93287	K0III	-0.05	0.00
93295	K0III	-0.38	0.00
93296	K2III:	-0.23	0.02
93297	G5V:	-0.09	0.02
93300	K2III:	-0.13	0.02
93318	G0V:	-0.05	0.01
93320	K3V:	-0.08	0.02
93321	B8V:	-0.09	0.02
93324	F8V:	-0.05	0.02
93333	G0V:	-0.10	0.02
93354	K0III:	-0.05	0.01
93366	K5III:	-0.48	0.03
93367	A0V:	-0.05	0.02
93373	G8V	-0.04	0.00
93375	G2V	-0.06	0.02
93376	K0III:	-0.04	0.01
93385	K0III:	-0.05	0.01
93406	F5V:	-0.10	0.02
93408	A7V	-0.03	0.01
93409	A3V:	-0.06	0.02
93459	K5III:	-0.24	0.02
93474	K0III:	-0.04	0.01
93487	K0V:	-0.18	0.01
93507	G0/G1III	-0.07	0.02
93526	A1V	-0.02	0.00
93570	K0III:	-0.09	0.01
93603	F2III	-0.01	0.00
93605	M7III	-0.75	0.04
93620	K5III:	-0.05	0.02
93647	A5V:	-0.01	0.00
93676	K5III:	-0.14	0.01
93687	K0III:	-0.12	0.02
93700	A0V:	-0.06	0.02
93710	K0III:	-0.06	0.02
93718	M0III	-0.02	0.00
93720	M2III	-0.03	0.01
93764	F0V:	-0.07	0.01
93766	K2III:	-0.06	0.02
93776	G8III	-0.05	0.01
93795	K2III:	-0.16	0.02
93804	K5III:	-0.41	0.02
93805	B9V	-0.03	0.01
93820	M5-M9III:	-0.66	0.02
93827	G1V	-0.04	0.01
93839	K2III:	-0.27	0.01
93845	A4III	-0.03	0.00
93871	K5V	-0.09	0.01
93885	F0V:	-0.08	0.01
93940	G0III	-0.05	0.02
93969	K2III:	-0.13	0.02
93984	K2III:	-0.11	0.01
93989	M6III:	-0.50	0.01
94012	K0III:	-0.15	0.01
94023	A0V:	-0.03	0.01
94046	K1III	-0.08	0.02
94081	K5III:	-0.06	0.02
94084	K0III	-0.06	0.02
94118	G5V:	-0.20	0.02
94128	K5III:	-0.08	0.02
94147	G8III	-0.11	0.02
94154	G2V	-0.03	0.01
94162	M5III:	-0.39	0.03
94187	K0III:	-0.09	0.01
94193	K5III:	-0.09	0.02
94208	K0III/IV	-0.03	0.01
94211	K2III:	-0.12	0.02
94221	K5III:	-0.22	0.02
94224	M4III	-0.23	0.02
94239	F8V:	-0.05	0.02
94255	K0III	-0.05	0.01
94268	G5III:	-0.12	0.01
94271	F8V:	-0.07	0.01
94348	M0III:	-0.08	0.02
94354	M3III	-0.08	0.01
94356	B7/B8Ib	-0.09	0.02
94362	F8V:	-0.11	0.02
94388	A0V:	-0.05	0.01
94394	G0V	-0.05	0.01
94439	G0V:	-0.14	0.04
94452	G5III:	-0.07	0.01
94465	K0III:	-0.11	0.02
94473	K4III	-0.22	0.04
94490	K2III	-0.04	0.00
94521	K0III:	-0.05	0.01
94527	G5V:	-0.27	0.04
94536	K0III:	-0.07	0.01
94556	G8III	-0.03	0.00
94576	K0III:	-0.03	0.01
94598	G8III	-0.03	0.00
94601	K0III	-0.11	0.02
94614	G8III/IV	-0.04	0.01
94638	K2III:	-0.05	0.02
94643	K0/K1III	-0.50	0.04
94648	K3III	-0.03	0.01
94649	K2III:	-0.15	0.02
94669	A0V:	-0.06	0.01
94691	G6V	-0.01	0.00
94692	K0III:	-0.06	0.02
94698	G2V	-0.02	0.00
94704	K2V:	-0.25	0.02
94729	K0III:	-0.08	0.02
94738	M2III:	-0.27	0.04
94743	F5V:	-0.16	0.03
94761	M3.5V	-0.10	0.01
94764	K1III	-0.15	0.03
94769	F5V:	-0.08	0.02
94779	K0III	-0.08	0.01
94784	G6/G8V	-0.08	0.02
94814	M1III:	-0.11	0.02
94817	G5V:	-0.03	0.00
94829	F5V:	-0.20	0.02
94838	G5V:	-0.41	0.02
94842	G8V	-0.06	0.02
94861	K1III-IV	-0.02	0.01
94912	K2III:	-0.23	0.02
94939	M3V:	-0.44	0.02
94949	G0V:	-0.05	0.01
94951	K0III/IV	-0.09	0.02
94954	F8III	-0.04	0.01
94956	K1III/IV	-0.06	0.01
94969	M3III:	-0.12	0.01
94971	G0V	-0.01	0.00
94981	G8V	-0.06	0.00
94992	F5V:	-0.08	0.01
94993	B9/MV:	-0.03	0.01
95008	G5V:	-0.06	0.02
95031	K3V	-0.10	0.02
95049	M5III	-0.36	0.01
95051	B9V:	-0.04	0.01
95056	G5III:	-0.04	0.01
95067	B9V	-0.02	0.00
95081	A2III	-0.06	0.01
95083	K0III	-0.06	0.01
95089	F7V	-0.02	0.00
95093	K0III:	-0.04	0.01
95115	F8V:	-0.09	0.01
95120	K3III	-0.13	0.04
95164	G1V	-0.04	0.01
95165	G0V:	-0.07	0.02
95168	F0III/IV	-0.04	0.01
95169	F5V:	-0.04	0.01
95176	F2III:	-0.26	0.01
95186	G5V:	-0.05	0.02
95198	K7III:	-0.15	0.02
95201	K0III:	-0.07	0.01
95203	G1V	-0.03	0.01
95209	K5III:	-0.22	0.03
95217	G0V:	-0.07	0.00
95241	B9V	-0.02	0.00
95244	K2III	-0.17	0.00
95249	K0III:	-0.04	0.01
95250	K0III:	-0.10	0.01
95254	K5III:	-0.14	0.02
95256	K2V	-0.04	0.00
95287	F1V	-0.03	0.01
95311	K5III:	-0.17	0.04
95322	K0III	-0.06	0.01
95341	F8V:	-0.18	0.06
95357	G5V:	-0.22	0.02
95370	K1III	-0.03	0.01
95413	M7III	-0.76	0.04
95415	G3V	-0.02	0.00
95458	K0III	-0.34	0.01
95467	K5V	-0.14	0.05
95468	M2III	-0.06	0.01
95498	K0III	-0.03	0.00
95508	K5III:	-0.10	0.02
95528	K2III:	-0.18	0.01
95532	K0III	-0.08	0.00
95543	B8V:	-0.04	0.01
95556	B9V:	-0.05	0.00
95566	K0III:	-0.07	0.02
95575	K3V	-0.06	0.01
95576	K5III	-0.04	0.01
95650	A2V:	-0.13	0.01
95656	A1V	-0.02	0.00
95706	K0III	-0.09	0.02
95727	K0V	-0.03	0.01
95728	K1III	-0.03	0.01
95738	A2V:	-0.08	0.01
95762	K5III:	-0.23	0.02
95766	K0III:	-0.14	0.02
95769	G5V:	-0.15	0.01
95771	M0III:	-0.07	0.00
95772	G5V:	-0.06	0.01
95783	G6/G8III/IV	-0.22	0.05
95849	G2V	-0.03	0.01
95852	G5V:	-0.21	0.02
95863	K4III	-0.22	0.04
95888	K2III:	-0.16	0.02
95899	K0III:	-0.07	0.01
95902	M5-M7III:	-0.55	0.14
95904	G0V	-0.06	0.02
95916	K0III:	-0.07	0.01
95926	K0III:	-0.11	0.01
95928	G0V:	-0.05	0.02
95964	K2III:	-0.16	0.01
95975	G5V:	-0.16	0.03
95977	K2III:	-0.15	0.02
95981	K0III:	-0.11	0.01
95984	G5V	-0.01	0.00
95988	K0III:	-0.08	0.02
96003	K2II-III	-0.07	0.01
96016	K0III-IV	-0.11	0.00
96027	K2V:	-0.28	0.04
96028	K2III:	-0.08	0.01
96065	M4III	-0.24	0.02
96089	K3III:	-0.68	0.03
96100	K0V	-0.02	0.01
96111	M4III	-0.16	0.01
96124	K0V:	-0.14	0.01
96131	K0III:	-0.09	0.02
96136	K0III:	-0.09	0.02
96149	K5III:	-0.17	0.02
96152	K0III	-0.08	0.02
96179	K0III:	-0.23	0.01
96182	G0V	-0.06	0.02
96198	M4.5III	-0.21	0.01
96204	M8V	-0.32	0.02
96205	A0V:	-0.08	0.01
96214	K0III:	-0.08	0.01
96229	K3III	-0.11	0.01
96239	G5V	-0.08	0.00
96246	K7III:	-0.16	0.04
96265	G3V	-0.04	0.00
96278	K2III:	-0.11	0.01
96282	K0III:	-0.06	0.01
96286	A9V	-0.02	0.01
96292	A0V:	-0.01	0.00
96306	F8V:	-0.07	0.02
96337	K2III:	-0.16	0.01
96344	G8V:	-0.14	0.01
96350	M5III:	-0.43	0.01
96370	G1V	-0.05	0.01
96384	K5III:	-0.29	0.02
96399	M4/M5III	-0.36	0.05
96412	G5V:	-0.11	0.01
96426	K7V:	-0.11	0.00
96429	M6III:	-0.48	0.09
96432	K0III	-0.16	0.03
96440	F0V	-0.03	0.01
96459	K0III	-0.10	0.00
96470	K5III:	-0.26	0.00
96500	G0V:	-0.02	0.00
96504	K1III	-0.05	0.01
96523	G8III	-0.02	0.01
96555	K0III:	-0.10	0.01
96577	K0III	-0.05	0.01
96579	K0III:	-0.10	0.01
96585	K0III:	-0.09	0.02
96607	K0III	-0.06	0.01
96647	M7-M8III:	-1.18	0.15
96650	K2III	-0.12	0.03
96699	K0III:	-0.19	0.04
96706	K0III	-0.10	0.01
96711	K1III	-0.03	0.01
96745	K0III:	-0.05	0.01
96761	A2V:	-0.05	0.02
96775	G5V:	-0.15	0.02
96781	K0III	-0.03	0.00
96783	K2III:	-0.07	0.01
96792	G5V	-0.06	0.02
96805	M2III	-0.05	0.00
96810	K5III:	-0.19	0.02
96813	G0V:	-0.05	0.01
96818	K0III:	-0.09	0.02
96824	K5III:	-0.12	0.04
96842	F8V:	-0.04	0.01
96845	F8V:	-0.03	0.00
96900	K0III:	-0.08	0.02
96901	G5V	-0.02	0.01
96911	K0III:	-0.07	0.02
96925	F8V	-0.04	0.01
96926	K5III:	-0.30	0.03
96931	B9III	-0.02	0.00
96950	F3IV/V	-0.06	0.00
96953	G0V:	-0.18	0.02
96977	A5III	-0.03	0.01
96998	M1V:	-0.10	0.00
97006	K2II-III	-0.05	0.01
97008	G0V	-0.03	0.01
97011	A0V:	-0.05	0.02
97016	F5V:	-0.03	0.00
97024	G5V	-0.03	0.00
97028	A1V	-0.02	0.00
97032	M5/M6III	-0.61	0.06
97051	M0V:	-0.14	0.02
97070	K2III	-0.31	0.01
97074	K0III:	-0.13	0.02
97076	K3III	-0.06	0.02
97089	K0III:	-0.06	0.02
97120	A3V:	-0.13	0.02
97122	A2III	-0.02	0.00
97132	F8V:	-0.12	0.03
97142	M1III	-0.06	0.01
97144	K0III:	-0.09	0.00
97146	K7V:	-0.22	0.01
97151	M3III	-0.09	0.02
97152	K0III:	-0.11	0.02
97153	K5III:	-0.08	0.02
97163	K2III:	-0.13	0.03
97192	K2III	-0.23	0.06
97236	G5V:	-0.12	0.02
97249	G5III:	-0.16	0.04
97262	F0V:	-0.02	0.00
97274	F8V:	-0.06	0.01
97284	K0III:	-0.11	0.02
97293	K0III:	-0.09	0.01
97307	K2III:	-0.03	0.01
97312	G5V:	-0.09	0.02
97324	G5V	-0.08	0.01
97343	F5V:	-0.10	0.01
97347	K1III	-0.06	0.02
97357	B9V:	-0.02	0.00
97382	K2III:	-0.19	0.01
97384	G5V:	-0.07	0.01
97397	K5III:	-0.37	0.00
97402	K0II-III	-0.04	0.00
97420	G2III	-0.07	0.01
97421	A9V	-0.08	0.01
97458	K5III:	-0.16	0.04
97462	K5III:	-0.24	0.01
97463	G3/G5V	-0.05	0.02
97464	F8V:	-0.08	0.01
97465	M6III:	-0.64	0.11
97474	K0III:	-0.15	0.02
97487	K7III:	-0.11	0.03
97489	K0III:	-0.12	0.01
97499	K5III	-0.22	0.00
97501	K2III:	-0.30	0.01
97537	G0V	-0.06	0.00
97543	F8V	-0.04	0.01
97551	F8V:	-0.10	0.03
97556	A0V:	-0.07	0.02
97603	A2III:	-0.10	0.01
97609	A0V:	-0.05	0.02
97617	K0III:	-0.08	0.01
97635	K3III	-0.00	0.00
97674	F2III-IV	-0.02	0.01
97682	G0V:	-0.11	0.01
97693	M0V:	-0.10	0.01
97723	K0III:	-0.09	0.01
97725	K1III	-0.14	0.03
97729	G5V:	-0.08	0.02
97744	G0V:	-0.05	0.01
97749	A0V:	-0.02	0.00
97758	G0V:	-0.08	0.01
97775	G0V	-0.04	0.00
97779	G5V:	-0.03	0.01
97783	K0III	-0.05	0.00
97790	G0V:	-0.13	0.02
97812	F0V:	-0.08	0.00
97832	A0V:	-0.04	0.00
97833	A0V:	-0.07	0.01
97839	K5III:	-0.22	0.02
97864	K5III:	-0.09	0.02
97867	K2III	-0.13	0.01
97890	F8/G0V	-0.17	0.03
97891	A0V:	-0.04	0.01
97892	A3V	-0.05	0.00
97898	K5III:	-0.18	0.02
97899	G5V	-0.08	0.00
97907	A0V:	-0.09	0.01
97916	K0III	-0.10	0.01
97918	G5V:	-0.05	0.01
97934	K2III:	-0.08	0.02
97935	M6III	-0.67	0.03
97962	B9V	-0.15	0.03
97965	K0III:	-0.11	0.01
97984	K0III:	-0.05	0.01
97996	F8V:	-0.10	0.01
98010	G5III:	-0.21	0.02
98020	G5V	-0.08	0.02
98026	B8V:	-0.03	0.01
98031	M8III	-1.06	0.02
98052	F5V:	-0.16	0.02
98077	M5III:	-0.71	0.05
98093	A0V:	-0.05	0.01
98105	M0V:	-0.06	0.00
98106	K5V	-0.09	0.02
98111	A4V	-0.03	0.01
98124	A0V:	-0.04	0.00
98137	K5III:	-0.10	0.02
98138	G2III	-0.09	0.01
98142	F8V:	-0.07	0.02
98155	M0III	-0.06	0.02
98156	A0:V:	-0.02	0.01
98170	K7V:	-0.07	0.02
98180	K2III	-0.09	0.03
98192	K1V	-0.06	0.00
98197	G1V	-0.08	0.02
98213	A2V:	-0.03	0.01
98249	A7V	-0.05	0.01
98251	K0III:	-0.12	0.04
98305	K1III	-0.18	0.02
98308	A3V	-0.05	0.00
98314	K0III:	-0.13	0.01
98328	K5III:	-0.48	0.02
98333	G8III	-0.06	0.01
98344	K5III:	-0.21	0.06
98351	K1III	-0.06	0.00
98362	K5III:	-0.11	0.02
98373	G2V	-0.07	0.01
98379	B5III	-0.02	0.01
98401	M3III	-0.04	0.00
98424	M3III:	-0.24	0.01
98427	G3V	-0.09	0.00
98435	F8V:	-0.08	0.03
98436	A0V:	-0.03	0.01
98496	K0III	-0.09	0.01
98500	M4III	-0.33	0.01
98504	B9V:	-0.06	0.01
98514	G5V	-0.03	0.00
98522	K1III	-0.07	0.01
98549	K5III:	-0.06	0.02
98552	K2III:	-0.08	0.02
98575	K0III	-0.05	0.01
98608	M6III	-0.57	0.01
98611	A0V:	-0.06	0.02
98622	G1:V	-0.04	0.00
98666	K0III:	-0.12	0.01
98679	K5V	-0.03	0.01
98688	M4III	-0.07	0.01
98699	A1V	-0.03	0.00
98723	K5V	-0.11	0.02
98747	K0III:	-0.11	0.01
98748	K0III:	-0.15	0.02
98754	B9/MV:	-0.03	0.01
98764	K3V	-0.03	0.01
98772	K2III:	-0.17	0.00
98787	K0III:	-0.08	0.01
98792	K1V	-0.04	0.00
98803	K2III:	-0.14	0.02
98808	K1III	-0.56	0.03
98809	F4III	-0.06	0.01
98815	M4/M5III	-0.53	0.06
98818	K2III:	-0.09	0.01
98828	K3V	-0.06	0.01
98830	K7III:	-0.25	0.00
98836	K2III:	-0.08	0.01
98838	A0V:	-0.04	0.01
98844	K4III	-0.08	0.01
98853	K0III:	-0.12	0.01
98876	G5V:	-0.10	0.02
98879	G0V	-0.04	0.01
98911	K2III:	-0.11	0.01
98920	K2III	-0.14	0.00
98922	F8V:	-0.04	0.01
98925	F5V:	-0.08	0.02
98936	G0V:	-0.07	0.02
98939	K2III:	-0.09	0.03
98940	A0V:	-0.04	0.01
98962	K3III	-0.10	0.00
98969	K0III:	-0.12	0.02
98993	G3V	-0.04	0.00
99043	K0III	-0.05	0.01
99046	G2V	-0.06	0.01
99058	A0V:	-0.04	0.01
99072	K1III	-0.08	0.01
99082	M7/M8III	-0.97	0.10
99116	F4V	-0.06	0.02
99128	G5III:	-0.08	0.01
99138	A0V:	-0.06	0.02
99139	G5V	-0.04	0.01
99156	G5III:	-0.05	0.01
99165	M0V:	-0.02	0.00
99177	A9V:	-0.12	0.01
99205	K8V:	-0.15	0.01
99220	K0III	-0.07	0.02
99223	K0III:	-0.08	0.01
99235	K2III:	-0.16	0.01
99239	G5V:	-0.25	0.01
99243	K0III:	-0.07	0.01
99281	K0III:	-0.18	0.01
99293	G0V:	-0.06	0.02
99294	K0III:	-0.09	0.01
99306	K0V:	-0.17	0.01
99330	G5III:	-0.09	0.01
99331	K0III:	-0.16	0.02
99335	K1III	-0.11	0.02
99362	M5III	-0.35	0.04
99387	G0V:	-0.11	0.02
99404	A3III	-0.03	0.00
99423	G0V	-0.09	0.02
99445	K0III:	-0.14	0.01
99456	M4III:	-0.09	0.02
99471	A2V:	-0.06	0.02
99473	B9.5III	-0.04	0.01
99495	K2III:	-0.08	0.02
99502	F0V:	-0.10	0.01
99512	M8III	-0.98	0.02
99516	K2III:	-0.09	0.02
99542	K2V:	-0.10	0.02
99558	F8V:	-0.09	0.01
99569	A0III:	-0.07	0.01
99601	K0III:	-0.05	0.02
99631	K5III	-0.02	0.00
99639	A5III	-0.05	0.01
99643	K2III:	-0.12	0.02
99648	M6III:	-0.62	0.09
99659	K0III:	-0.05	0.01
99662	K0III:	-0.07	0.01
99665	K0V:	-0.10	0.02
99672	A4V:	-0.11	0.01
99676	B9V:	-0.07	0.01
99686	K0V:	-0.12	0.00
99704	A7III	-0.01	0.00
99786	K5III:	-0.31	0.05
99798	K0III:	-0.08	0.01
99825	K3V	-0.11	0.02
99826	A2V:	-0.08	0.01
99827	A3V:	-0.17	0.01
99841	K0III	-0.10	0.00
99843	F8V:	-0.06	0.02
99845	A2V:	-0.06	0.02
99858	K0III:	-0.19	0.01
99871	K0III:	-0.14	0.01
99873	F0V:	-0.04	0.01
99880	M0V:	-0.13	0.02
99893	A1V	-0.01	0.00
99913	K1III	-0.07	0.00
99919	K5V:	-0.20	0.01
99920	M4III	-0.24	0.01
99932	G5/G8V	-0.11	0.03
99950	M1V:	-0.57	0.17
99964	K5III:	-0.36	0.02
99976	K2III:	-0.08	0.01
99985	F2V:	-0.04	0.01
99987	K1III	-0.11	0.02
99992	A0V:	-0.05	0.01
99996	F2V:	-0.12	0.02
100017	G3V	-0.05	0.00
100022	K2III:	-0.18	0.01
100032	K5III:	-0.22	0.03
100034	F8V:	-0.05	0.02
100041	K0III:	-0.07	0.01
100083	K2III	-0.09	0.02
100116	K5III:	-0.09	0.01
100126	F5IV/V	-0.02	0.01
100131	K2III:	-0.17	0.01
100144	K5III:	-0.16	0.03
100152	K0III	-0.09	0.02
100154	M4III	-0.15	0.03
100160	B9V:	-0.10	0.02
100169	K0III	-0.14	0.02
100171	F8V:	-0.07	0.01
100217	F8V:	-0.07	0.01
100233	G2V	-0.04	0.01
100242	B8V:	-0.03	0.00
100248	G6III:	-0.11	0.01
100250	B9V:	-0.02	0.01
100259	G5V:	-0.05	0.01
100261	M5III	-0.33	0.01
100265	F8V:	-0.05	0.01
100277	G0III:	-0.06	0.02
100284	K5V:	-0.26	0.05
100294	G5V:	-0.33	0.02
100334	G0V	-0.06	0.02
100336	G6:III	-0.35	0.02
100337	K0III	-0.05	0.02
100350	K5III:	-0.44	0.02
100361	K5III:	-0.39	0.01
100403	K5III:	-0.19	0.04
100411	M3III	-0.10	0.02
100412	G2IV-V	-0.08	0.01
100418	G5V:	-0.61	0.03
100425	A0V:	-0.08	0.01
100429	A0III:	-0.05	0.02
100463	G8/K0III	-0.24	0.05
100468	M2III:	-0.20	0.02
100503	K0III:	-0.17	0.01
100529	G8III-IV	-0.78	0.01
100539	G1V	-0.06	0.00
100549	G8III	-0.08	0.01
100559	K2III:	-0.16	0.01
100567	A2V:	-0.08	0.01
100584	K0III	-0.10	0.02
100593	G8III/IV	-0.08	0.03
100601	K0V:	-0.02	0.00
100605	M8III	-1.00	0.05
100606	G0V:	-0.07	0.02
100644	A2V:	-0.17	0.01
100648	K2III:	-0.24	0.02
100717	K5V	-0.21	0.02
100719	B9III:	-0.05	0.01
100723	K0III:	-0.08	0.01
100732	M2/M3III	-0.11	0.02
100736	F6III	-0.03	0.01
100757	K2III:	-0.17	0.02
100763	K0III:	-0.08	0.01
100801	K0III:	-0.09	0.02
100803	K2III:	-0.11	0.02
100807	K0III:	-0.03	0.01
100813	M4III	-0.34	0.03
100818	M0V:	-0.14	0.02
100831	K5III:	-0.12	0.02
100834	A0V:	-0.04	0.01
100842	G2V:	-0.13	0.04
100843	K0III:	-0.05	0.01
100868	M2III	-0.07	0.02
100873	K2III:	-0.08	0.02
100882	G5V:	-0.77	0.05
100906	K0V:	-0.11	0.02
100919	G5V:	-0.24	0.02
100921	M3III	-0.12	0.04
100929	A0V:	-0.01	0.00
100935	M7/M8III	-1.00	0.11
100947	F8V:	-0.14	0.01
100954	F0V:	-0.04	0.00
100963	G5V:	-0.04	0.01
100966	G0V:	-0.10	0.03
100969	G8III	-0.03	0.00
100976	F8V:	-0.06	0.02
101015	K0III:	-0.10	0.02
101016	A0V:	-0.11	0.02
101022	G0V:	-0.03	0.01
101056	M5-M8III:	-0.84	0.25
101072	K0III	-0.06	0.02
101077	M1III:	-1.02	0.02
101079	M7III:	-0.57	0.01
101082	K0III	-0.09	0.00
101101	K2III	-0.04	0.00
101102	K0V:	-0.03	0.00
101103	F5V:	-0.06	0.00
101124	K0III:	-0.07	0.02
101133	K2III:	-0.06	0.00
101134	K4III:	-0.02	0.01
101139	B8V:	-0.04	0.01
101143	B9V:	-0.05	0.01
101148	K0III:	-0.16	0.01
101156	M5III:	-0.37	0.05
101162	M6III:	-0.56	0.04
101170	A0V:	-0.11	0.01
101184	K0III:	-0.09	0.01
101197	F5V:	-0.04	0.01
101198	K2III	-0.06	0.01
101208	K2III:	-0.20	0.02
101210	K0III	-0.07	0.01
101221	K1/K2III	-0.36	0.05
101232	F8V:	-0.08	0.02
101240	A3V:	-0.05	0.01
101243	M2III	-0.04	0.01
101258	K0III:	-0.12	0.01
101266	B9V:	-0.07	0.01
101271	A0V:	-0.05	0.02
101302	K5V:	-0.23	0.05
101307	F2V:	-0.03	0.01
101316	M4II-III	-0.09	0.02
101318	K0III:	-0.17	0.01
101331	G5V	-0.03	0.00
101332	B9V:	-0.03	0.01
101366	M3III	-0.18	0.04
101369	K3V:	-0.10	0.02
101372	A2V:	-0.06	0.01
101392	K2III:	-0.17	0.02
101432	G5V	-0.01	0.00
101438	K5III:	-0.29	0.02
101446	K0III:	-0.11	0.01
101462	A0V:	-0.03	0.01
101467	K0III-IV	-0.04	0.01
101477	K0III	-0.03	0.00
101482	K5III:	-0.17	0.02
101484	A0V:	-0.04	0.01
101488	K2III:	-0.11	0.01
101499	K5III:	-0.07	0.02
101500	M4III	-0.13	0.04
101513	G3V	-0.01	0.00
101546	K4III	-0.08	0.02
101554	A2V:	-0.12	0.02
101584	G3V	-0.10	0.03
101586	K2III	-0.20	0.04
101587	G8V	-0.05	0.02
101588	K0III	-0.10	0.02
101593	M0V:	-0.22	0.02
101599	K2III	-0.09	0.03
101605	K5III:	-0.20	0.02
101615	M5III:	-0.32	0.04
101618	G5V	-0.06	0.02
101623	K1III	-0.15	0.01
101644	K7III:	-0.07	0.00
101654	K5III:	-0.48	0.02
101659	A0V:	-0.06	0.02
101673	G5V	-0.24	0.01
101674	K2III:	-0.05	0.01
101678	M5III	-0.38	0.04
101711	K2III:	-0.07	0.02
101728	K2III:	-0.10	0.01
101755	A0V:	-0.08	0.01
101756	K0III	-0.02	0.01
101757	F8V:	-0.08	0.01
101762	A0V:	-0.02	0.00
101764	M2III:	-0.07	0.01
101772	K0III	-0.03	0.00
